Country Code;CFR;Event Code;Event Start Date;Event End Date;License Ind;Registration Nbr;Ext Marking;Vessel Name;Port Code;Port Name;IRCS Code;IRCS;Vms Code;Gear Main Code;Gear Sec Code;Loa;Lbp;Ton Ref;Ton Gt;Ton Oth;Ton Gts;Power Main;Power Aux;Hull Material;Com Year;Com Month;Com Day;Segment;Exp Country;Exp Type;Public Aid Code;Decision Date;Decision Seg Code;Construction Year;Construction Place
POL;POL010102290;CST;20140702;21001231;Y;PL02290;STL-21;<NO NAME GIVEN>;0101;SZCZECIN-STOLCZYN;N;;N;GNS;GTR;6.56;5.93;1.50;1.50;;;36.80;0.00;2;2014;6;16;MFL;;;;;;2014;Wild Lake Group PM Sp. z o.o., Szczecin - Poland;
POL;POL010301658;MOD;20150814;21001231;Y;PL01658;DAB-8;<NO NAME GIVEN>;0103;SZCZECIN-DABIE;N;;N;FPO;GNS;5.70;5.33;1.15;1.15;;;7.30;0.00;2;1970;5;30;MFL;;;;;;1970;Stocznia USTKA - Poland;
POL;POL010301659;MOD;20071018;21001231;Y;PL01659;DAB-9;<NO NAME GIVEN>;0103;SZCZECIN-DABIE;N;;N;FPO;NO;9.11;8.32;3.02;3.02;;;17.50;0.00;3;1993;11;19;MFL;;;;;;1993;system gospod., Szczecin - Poland;
POL;POL010301660;CEN;20040501;21001231;Y;PL01660;DAB-17;<NO NAME GIVEN>;0103;SZCZECIN-DABIE;N;;N;FPO;GNS;8.34;7.60;3.06;3.06;;;22.40;0.00;2;1994;4;25;MFL;;;;;;1994;system gospod., Dabie - Poland;
POL;POL010301662;CEN;20040501;21001231;Y;PL01662;DAB-19;<NO NAME GIVEN>;0103;SZCZECIN-DABIE;N;;N;FPO;NO;9.12;8.22;3.08;3.08;;;20.60;0.00;3;1991;8;26;MFL;;;;;;1991;Banan Jacht Zaklad Szkutniczy J.Banaszek, Szczecin - Poland;
POL;POL010301663;MOD;20091028;21001231;Y;PL01663;DAB-20;<NO NAME GIVEN>;0103;SZCZECIN-DABIE;N;;N;FPO;GTR;8.41;7.85;2.90;2.90;;;17.50;0.00;3;1993;11;15;MFL;;;;;;1993;system gospod., Szczecin - Poland;
POL;POL010301665;MOD;20110408;21001231;Y;PL01665;DAB-21;<NO NAME GIVEN>;0103;SZCZECIN-DABIE;N;;N;FPO;GNS;8.77;8.06;3.19;3.19;;;20.40;0.00;3;1999;4;9;MFL;;;;;;1999;system gospod., Szczecin - Poland;
POL;POL010301666;MOD;20150814;21001231;Y;PL01666;DAB-22;<NO NAME GIVEN>;0103;SZCZECIN-DABIE;N;;N;FPO;GNS;8.18;7.35;2.65;2.65;;;20.00;0.00;4;1983;7;7;MFL;;;;;;1982;system gospod., Szczecin - Poland;
POL;POL010301668;MOD;20061031;20180204;Y;PL01668;DAB-23;<NO NAME GIVEN>;0103;SZCZECIN-DABIE;N;;N;FPO;GNS;8.17;7.74;2.09;2.09;;;16.20;0.00;3;2002;4;19;MFL;;;;;;2002;system gospod., Zalom - Poland;
POL;POL010301669;MOD;20110411;21001231;Y;PL01669;DAB-24;<NO NAME GIVEN>;0103;SZCZECIN-DABIE;N;;N;FPO;LLS;8.85;8.11;3.16;3.16;;;23.50;0.00;3;2003;8;27;MFL;;;;;;2002;Banan Jacht Zaklad Szkutniczy Jaroslaw Banaszek, Szczecin - Poland;
POL;POL010501649;MOD;20160809;21001231;Y;PL01649;SWB-23;<NO NAME GIVEN>;0358;SWIBNO;N;;N;GNS;LLS;10.12;9.44;6.27;6.27;;;22.40;0.00;3;1973;6;4;MFL;;;;;;1973;Warsztaty Spoldzielni Certa, Trzebiez - Poland;
POL;POL010502186;MOD;20150212;21001231;Y;PL02186;WAR-1;<NO NAME GIVEN>;0105;NOWE WARPNO;N;;N;GNS;LLS;6.00;5.70;1.61;1.61;;;8.00;0.00;3;2012;6;6;MFL;;;;;;2012;Polplast S.C., Milowo-Poland;
POL;POL010600380;MOD;20150519;21001231;Y;PL00380;TRB-1;<NO NAME GIVEN>;0106;TRZEBIEZ;N;;N;FPO;NO;8.37;7.46;3.36;3.36;;;17.60;0.00;1;1987;8;19;MFL;;;;;;1987;system gospod., Trzebiez - Poland;
POL;POL010600384;CEN;20040501;21001231;Y;PL00384;TRB-2;<NO NAME GIVEN>;0106;TRZEBIEZ;N;;N;FPO;NO;8.28;7.45;2.99;2.99;;;22.40;0.00;1;1988;1;8;MFL;;;;;;1988;Warsztaty Spoldzielni Certa,Trzebiez - Poland;
POL;POL010600389;MOD;20101022;21001231;Y;PL00389;TRB-3;<NO NAME GIVEN>;0106;TRZEBIEZ;N;;N;FPO;NO;8.36;7.48;3.29;3.29;;;22.40;0.00;1;1989;3;10;MFL;;;;;;1989;system gospod., Trzebiez - Poland;
POL;POL010600399;MOD;20160301;20180408;Y;PL00399;TRB-5;<NO NAME GIVEN>;0106;TRZEBIEZ;N;;N;FPO;GNS;8.40;7.67;3.86;3.86;;;33.80;0.00;2;1999;7;8;MFL;;;;;;1999;Warsztaty Spoldzielni Certa, Trzebiez - Poland;
POL;POL010600408;MOD;20140121;21001231;Y;PL00408;TRB-6;<NO NAME GIVEN>;0106;TRZEBIEZ;N;;N;FPO;GNS;8.10;7.35;2.99;2.99;;;25.80;0.00;1;2001;1;16;MFL;;;;;;2000;system gospod., Trzebiez - Poland;
POL;POL010600435;CEN;20040501;21001231;Y;PL00435;TRB-7;<NO NAME GIVEN>;0106;TRZEBIEZ;N;;N;FPO;GNS;8.29;7.32;2.99;2.99;;;23.00;0.00;1;1989;3;7;MFL;;;;;;1989;Windpol Sp. z o.o., Trzebiez - Poland;
POL;POL010600447;MOD;20110222;21001231;Y;PL00447;TRB-8;<NO NAME GIVEN>;0106;TRZEBIEZ;N;;N;FPO;NO;8.47;7.60;3.36;3.36;;;22.40;0.00;1;1974;8;8;MFL;;;;;;1974;Warsztaty Spoldzielni Certa, Trzebiez - Poland;
POL;POL010600459;MOD;20120217;21001231;Y;PL00459;TRB-10;<NO NAME GIVEN>;0106;TRZEBIEZ;N;;N;FPO;LLS;8.23;7.33;3.23;3.23;;;22.40;0.00;1;1985;6;12;MFL;;;;;;1985;Warsztaty Spoldzielni Certa, Trzebiez - Poland;
POL;POL010600464;MOD;20160219;21001231;Y;PL00464;TRB-12;<NO NAME GIVEN>;0106;TRZEBIEZ;N;;N;FPO;GNS;8.24;7.35;2.88;2.88;;;22.40;0.00;1;1989;2;9;MFL;;;;;;1988;Windpol sp. z o.o.,Trzebiez - Poland;
POL;POL010600471;MOD;20120716;21001231;Y;PL00471;TRB-14;<NO NAME GIVEN>;0106;TRZEBIEZ;N;;N;FPO;LLS;8.19;7.58;3.18;3.18;;;22.40;0.00;1;1979;2;19;MFL;;;;;;1979;system gospod., Trzebiez - Poland;
POL;POL010600496;MOD;20150923;21001231;Y;PL00496;TRB-15;<NO NAME GIVEN>;0106;TRZEBIEZ;N;;N;FPO;GNS;8.29;7.46;3.03;3.03;;;20.50;0.00;1;1990;2;1;MFL;;;;;;1990;Warsztaty Spoldzielni Certa, Trzebiez - Poland;
POL;POL010600510;MOD;20091203;21001231;Y;PL00510;TRB-16;<NO NAME GIVEN>;0106;TRZEBIEZ;N;;N;FPO;GNS;8.20;7.20;2.91;2.91;;;21.30;0.00;1;1990;3;20;MFL;;;;;;1990;Warsztaty Spoldzielni Certa, Trzebiez - Poland;
POL;POL010601470;MOD;20091023;20171219;Y;PL01470;TRB-17;<NO NAME GIVEN>;0106;TRZEBIEZ;N;;N;FPO;GNS;8.45;7.70;3.20;3.20;;;22.40;0.00;1;1993;6;1;MFL;;;;;;1993;Warsztaty Spoldzielni Certa, Trzebiez - Poland;
POL;POL010601471;MOD;20140205;21001231;Y;PL01471;TRB-18;<NO NAME GIVEN>;0106;TRZEBIEZ;N;;N;FPO;GNS;8.57;7.54;3.89;3.89;;;34.60;0.00;1;2000;11;27;MFL;;;;;;2000;system gospod., Trzebiez - Poland;
POL;POL010601474;MOD;20131023;20180123;Y;PL01474;TRB-20;<NO NAME GIVEN>;0106;TRZEBIEZ;N;;N;FPO;GNS;8.24;7.56;3.25;3.25;;;30.90;0.00;3;1999;5;6;MFL;;;;;;1999;Warsztaty Spoldzielni Certa, Trzebiez - Poland;
POL;POL010601476;MOD;20121107;21001231;Y;PL01476;TRB-22;<NO NAME GIVEN>;0106;TRZEBIEZ;N;;N;FPO;GNS;8.24;7.53;3.25;3.25;;;30.90;0.00;1;1999;7;22;MFL;;;;;;1999;Warsztaty Spoldzielni Certa, Trzebiez - Poland;
POL;POL010601478;MOD;20091201;21001231;Y;PL01478;TRB-25;<NO NAME GIVEN>;0106;TRZEBIEZ;N;;N;FPO;LLS;8.58;7.92;3.73;3.73;;;30.90;0.00;1;2001;10;9;MFL;;;;;;2001;system gospod., Trzebiez - Poland;
POL;POL010601479;MOD;20120628;21001231;Y;PL01479;TRB-26;<NO NAME GIVEN>;0106;TRZEBIEZ;N;;N;FPO;LLS;8.70;8.09;3.33;3.33;;;27.90;0.00;2;1980;2;5;MFL;;;;;;1979;Warsztaty Spoldzielni Certa,Trzebiez - Poland;
POL;POL010601480;MOD;20150107;21001231;Y;PL01480;TRB-28;<NO NAME GIVEN>;0106;TRZEBIEZ;N;;N;FPO;GNS;8.35;7.57;2.78;2.78;;;21.20;0.00;1;1975;3;12;MFL;;;;;;1974;system gospod. - Poland;
POL;POL010601481;MOD;20090728;21001231;Y;PL01481;TRB-32;<NO NAME GIVEN>;0106;TRZEBIEZ;N;;N;FPO;GNS;8.34;7.41;3.28;3.28;;;21.30;0.00;1;1987;3;27;MFL;;;;;;1987;Warsztaty Spoldzielni Certa,Trzebiez - Poland;
POL;POL010601485;MOD;20120131;21001231;Y;PL01485;TRB-33;<NO NAME GIVEN>;0106;TRZEBIEZ;N;;N;FPO;NO;8.24;7.82;2.85;2.85;;;22.40;0.00;1;1990;2;23;MFL;;;;;;1990;Warsztaty Spoldzielni Certa,Trzebiez - Poland;
POL;POL010601489;CEN;20040501;21001231;Y;PL01489;TRB-41;<NO NAME GIVEN>;0106;TRZEBIEZ;N;;N;FPO;GNS;8.30;7.32;3.07;3.07;;;22.40;0.00;1;1976;4;8;MFL;;;;;;1976;system gospod., Nowe Warpno - Poland;
POL;POL010601490;CEN;20040501;21001231;Y;PL01490;TRB-42;<NO NAME GIVEN>;0106;TRZEBIEZ;N;;N;FPO;GNS;8.36;7.75;3.40;3.40;;;20.50;0.00;2;1993;4;21;MFL;;;;;;1993;system gospod., Trzebiez - Poland;
POL;POL010601491;MOD;20130108;21001231;Y;PL01491;TRB-44;<NO NAME GIVEN>;0106;TRZEBIEZ;N;;N;FPO;GNS;8.77;7.93;3.49;3.49;;;34.60;0.00;2;1979;6;28;MFL;;;;;;1979;Warsztaty Spoldzielni Certa, Trzebiez - Poland;
POL;POL010601492;MOD;20090925;21001231;Y;PL01492;TRB-47;<NO NAME GIVEN>;0106;TRZEBIEZ;N;;N;FPO;GNS;8.80;7.91;3.33;3.33;;;21.30;0.00;1;1990;2;15;MFL;;;;;;1990;Warsztaty Spoldzielni Certa, Trzebiez - Poland;
POL;POL010601604;MOD;20150211;21001231;Y;PL01604;TRB-55;<NO NAME GIVEN>;0106;TRZEBIEZ;N;;N;FPO;GNS;8.49;7.61;3.34;3.34;;;22.40;0.00;4;1992;2;25;MFL;;;;;;1992;Cermar, Trzebiez - Poland;
POL;POL010601610;MOD;20150217;21001231;Y;PL01610;TRB-63;<NO NAME GIVEN>;0106;TRZEBIEZ;N;;N;FPO;GTR;8.24;7.58;3.05;3.05;;;22.40;0.00;1;1996;4;24;MFL;;;;;;1993;Cermar, Trzebiez - Poland;
POL;POL010601611;MOD;20141216;21001231;Y;PL01611;TRB-64;<NO NAME GIVEN>;0106;TRZEBIEZ;N;;N;FPO;LLS;8.53;7.86;3.56;3.56;;;22.40;0.00;1;1981;1;19;MFL;;;;;;1980;Warsztaty Spoldzielni Certa, Trzebiez - Poland;
POL;POL010601616;MOD;20140211;21001231;Y;PL01616;TRB-70;<NO NAME GIVEN>;0106;TRZEBIEZ;N;;N;FPO;GNS;8.32;7.44;3.37;3.37;;;20.50;0.00;1;1992;4;14;MFL;;;;;;1992;Warsztaty Spoldzielni Certa, Trzebiez - Poland;
POL;POL010601617;CEN;20040501;21001231;Y;PL01617;TRB-71;<NO NAME GIVEN>;0106;TRZEBIEZ;N;;N;FPO;GNS;8.34;7.52;2.74;2.74;;;22.40;0.00;1;1974;2;7;MFL;;;;;;1973;Warsztaty Szkutnicze, Nowe Warpno - Poland;
POL;POL010601618;MOD;20090925;21001231;Y;PL01618;TRB-74;<NO NAME GIVEN>;0106;TRZEBIEZ;N;;N;FPO;GNS;8.40;7.80;3.04;3.04;;;21.30;0.00;1;1995;3;1;MFL;;;;;;1995;Cermar, Trzebiez - Poland;
POL;POL010601620;CEN;20040501;21001231;Y;PL01620;TRB-99;<NO NAME GIVEN>;0106;TRZEBIEZ;N;;N;FPO;GNS;8.82;7.87;3.17;3.17;;;26.50;0.00;1;1988;4;11;MFL;;;;;;1988;Warsztaty Spoldzielni Certa, Trzebiez - Poland;
POL;POL010601735;MOD;20111014;21001231;Y;PL01735;HEL-28;<NO NAME GIVEN>;0339;HEL;N;;N;GNS;LLS;10.07;8.99;5.01;5.01;;;22.40;0.00;1;1974;8;8;MFL;;;;;;1974;Warsztaty Spoldzielni Certa, Trzebiez - Poland;
POL;POL010601851;MOD;20140404;21001231;Y;PL01851;TRB-35;<NO NAME GIVEN>;0106;TRZEBIEZ;N;;N;FPO;GNS;8.53;7.90;3.44;3.44;;;30.90;0.00;4;2004;4;13;MFL;;;;;;2003;Szkutnictwo Tradycyjne Zb. Magierek, Trzebiez - Poland;
POL;POL010602178;CST;20110629;21001231;Y;PL02178;TRB-80;<NO NAME GIVEN>;0106;TRZEBIEZ;N;;N;FPO;NO;8.25;7.43;3.70;3.70;;;30.90;0.00;3;2011;6;10;MFL;;;;;;2011;Polplast S.C., Milowo - Poland;
POL;POL010701462;MOD;20110823;21001231;Y;PL01462;STP-5;<NO NAME GIVEN>;0107;STEPNICA;N;;N;FPO;GNS;8.17;7.39;3.41;3.41;;;20.20;0.00;3;2000;11;9;MFL;;;;;;2000;Polplast S.C., Milowo - Poland;
POL;POL010701544;MOD;20061031;20180204;Y;PL01544;DAB-25;<NO NAME GIVEN>;0103;SZCZECIN-DABIE;N;;N;FPO;GNS;6.84;6.32;2.02;2.02;;;22.40;0.00;4;1991;8;6;MFL;;;;;;1988;Windpol Sp. z o.o., Trzebiez - Poland;
POL;POL010701672;MOD;20110208;21001231;Y;PL01672;STP-1;<NO NAME GIVEN>;0107;STEPNICA;N;;N;GNS;LLS;5.47;4.97;1.50;1.50;;;5.10;0.00;3;1992;12;31;MFL;;;;;;1992;Centiga Polsko-Szwedzka Sp. z o.o., Szczecin - Poland;
POL;POL010701674;MOD;20110131;21001231;Y;PL01674;WOL-13;<NO NAME GIVEN>;0108;WOLIN;N;;N;GNS;LLS;5.93;5.26;1.83;1.83;;;12.70;0.00;3;1990;4;19;MFL;;;;;;1971;Stocznia USTKA - Poland;
POL;POL010701676;MOD;20131028;21001231;Y;PL01676;STP-7;<NO NAME GIVEN>;0107;STEPNICA;N;;N;GNS;LLS;5.63;5.13;1.78;1.78;;;20.90;0.00;3;1999;3;17;MFL;;;;;;1969;Stocznia USTKA - Poland;
POL;POL010701680;CHA;20121228;21001231;Y;PL01680;STP-26;<NO NAME GIVEN>;0107;STEPNICA;N;;N;GNS;FPO;6.50;6.19;1.85;1.85;;;21.30;0.00;2;1998;2;19;MFL;;;;;;1998;Warsztat Slusarsko-Szkutniczy J. Urynowicz, Stepnica - Poland;
POL;POL010701681;MOD;20110823;21001231;Y;PL01681;STP-54;<NO NAME GIVEN>;0107;STEPNICA;N;;N;GNS;FPO;8.20;7.56;3.06;3.06;;;20.20;0.00;1;1998;1;22;MFL;;;;;;1998;Cermar, Trzebiez - Poland;
POL;POL010701739;CEN;20040501;21001231;Y;PL01739;STP-49;<NO NAME GIVEN>;0107;STEPNICA;N;;N;GNS;FPO;5.54;5.20;1.56;1.56;;;15.00;0.00;3;2002;11;19;MFL;;;;;;1972;Stocznia USTKA - Poland;
POL;POL010702127;CST;20090618;21001231;Y;PL02127;STP-32;<NO NAME GIVEN>;0107;STEPNICA;N;;N;GNS;LLS;7.33;6.85;2.72;2.72;;;27.90;0.00;3;2009;6;5;MFL;;;;;;2009;Polplast S.C., Milowo - Poland;
POL;POL010702130;MOD;20120628;21001231;Y;PL02130;STP-34;<NO NAME GIVEN>;0107;STEPNICA;N;;N;GNS;LLS;7.20;6.81;2.40;2.40;;;22.40;0.00;3;2009;6;5;MFL;;;;;;2009;Polplast S.C., Milowo - Poland;
POL;POL010702138;MOD;20110208;21001231;Y;PL02138;STP-21;<NO NAME GIVEN>;0107;STEPNICA;N;;N;GNS;LLS;7.18;6.64;2.35;2.35;;;23.10;0.00;3;2009;8;10;MFL;;;;;;2009;Polplast S.C., Milowo - Poland;
POL;POL010702143;CST;20091102;21001231;Y;PL02143;STP-10;<NO NAME GIVEN>;0107;STEPNICA;N;;N;GNS;LLS;7.30;6.87;2.68;2.68;;;22.40;0.00;3;2009;8;17;MFL;;;;;;2009;Polplast S.C., Milowo - Poland;
POL;POL010702242;CST;20131008;20170410;Y;PL02242;STP-15;<NO NAME GIVEN>;0107;STEPNICA;N;;N;LLS;FPO;3.70;3.43;0.34;0.34;;;0.00;0.00;3;2013;8;29;MFL;;;;;;2013;Polplast S.C - Milowo - Poland;
POL;POL010801507;MOD;20140828;21001231;Y;PL01507;WOL-21;<NO NAME GIVEN>;0108;WOLIN;N;;N;GNS;LLS;6.00;5.23;1.33;1.33;;;13.20;0.00;2;1984;9;14;MFL;;;;;;1984;Uslugowa Spoldzielnia Pracy, Elblag - Poland;
POL;POL010801508;MOD;20130409;21001231;Y;PL01508;WOL-25;<NO NAME GIVEN>;0108;WOLIN;N;;N;GNS;LLS;6.70;5.99;1.40;1.40;;;10.30;0.00;1;1989;2;9;MFL;;;;;;1989;Windpol Sp. z o.o., Trzebiez - Poland;
POL;POL010801512;MOD;20130211;21001231;Y;PL01512;WOL-29;<NO NAME GIVEN>;0108;WOLIN;N;;N;GNS;LLS;7.08;6.38;2.14;2.14;;;22.40;0.00;2;1984;4;17;MFL;;;;;;1984;Uslugowa Spoldzielnia Pracy, Nowy Dwor Gdanski - Poland;
POL;POL010801517;CEN;20040501;21001231;Y;PL01517;WOL-31;<NO NAME GIVEN>;0108;WOLIN;N;;N;GNS;FPO;6.70;5.99;1.20;1.20;;;11.40;0.00;1;1989;9;20;MFL;;;;;;1989;Windpol Sp. z o.o., Trzebiez - Poland;
POL;POL010801529;CEN;20040501;21001231;Y;PL01529;WOL-51;<NO NAME GIVEN>;0108;WOLIN;N;;N;GNS;LLS;7.20;6.51;1.75;1.75;;;22.40;0.00;2;1992;4;23;MFL;;;;;;1992;Warsztaty Spoldzielni Certa, Trzebiez - Poland;
POL;POL010801539;CEN;20040501;21001231;Y;PL01539;WOL-77;<NO NAME GIVEN>;0108;WOLIN;N;;N;GNS;LLS;8.00;7.30;2.15;2.15;;;22.40;0.00;2;1985;2;27;MFL;;;;;;1984;Uslugowa Spoldzielnia Pracy, Elblag - Poland;
POL;POL010801696;MOD;20100624;21001231;Y;PL01696;WOL-78;<NO NAME GIVEN>;0108;WOLIN;N;;N;GNS;FPO;5.70;5.35;1.56;1.56;;;13.40;0.00;2;1994;3;18;MFL;;;;;;1994;Rewal - Poland;
POL;POL010802188;CST;20120718;21001231;Y;PL02188;WOL-12;<NO NAME GIVEN>;0108;WOLIN;N;;N;GNS;FPO;6.01;5.74;1.78;1.78;;;7.40;0.00;3;2012;7;2;MFL;;;;;;2012;Polplast S.C., Milowo - Poland;
POL;POL010802288;CHA;20140702;21001231;Y;PL02288;WOL-42;<NO NAME GIVEN>;0108;WOLIN;N;;N;GNS;FPO;5.50;5.03;0.77;0.77;;;2.94;0.00;2;1992;6;29;MFL;;;;;;1991;Stocznia Trzebiez - Poland;
POL;POL011101697;CEN;20040501;21001231;Y;PL01697;KAM-1;<NO NAME GIVEN>;0111;KAMIEN POMORSKI;N;;N;FPO;GNS;8.75;7.55;3.78;3.78;;;38.00;0.00;2;1987;9;22;MFL;;;;;;1987;Warsztaty Spoldzielni Certa, Trzebiez - Poland;
POL;POL011101699;CEN;20040501;21001231;Y;PL01699;KAM-4;<NO NAME GIVEN>;0111;KAMIEN POMORSKI;N;;N;FPO;GNS;8.50;7.53;3.49;3.49;;;22.40;0.00;2;1985;1;1;MFL;;;;;;1985;Uslugowa Spoldzielnia Pracy, Elblag - Poland;
POL;POL011101700;CEN;20040501;21001231;Y;PL01700;KAM-6;<NO NAME GIVEN>;0111;KAMIEN POMORSKI;N;;N;FPO;GNS;7.30;6.84;2.57;2.57;;;17.70;0.00;3;1994;3;2;MFL;;;;;;1973;Stocznia USTKA - Poland;
POL;POL011101701;MOD;20110920;21001231;Y;PL01701;DZI-30;<NO NAME GIVEN>;0120;DZIWNOW;N;;N;FPO;GNS;8.00;7.60;3.91;3.91;;;22.40;0.00;3;1994;3;8;MFL;;;;;;1974;Stocznia USTKA - Poland;
POL;POL011101704;MOD;20130301;21001231;Y;PL01704;KAM-13;<NO NAME GIVEN>;0111;KAMIEN POMORSKI;N;;N;FPO;GNS;8.70;7.93;2.74;2.74;;;20.50;0.00;3;1993;5;26;MFL;;;;;;1993;system gospod., Kamien Pomorski - Poland;
POL;POL011101705;MOD;20110531;21001231;Y;PL01705;KAM-16;<NO NAME GIVEN>;0111;KAMIEN POMORSKI;N;;N;FPO;GNS;7.00;6.49;1.79;1.79;;;14.70;0.00;3;1989;9;5;MFL;;;;;;1972;Stocznia USTKA - Poland;
POL;POL011201644;MOD;20050607;21001231;Y;PL01644;MIW-1;<NO NAME GIVEN>;0112;MIEDZYWODZIE;N;;N;GNS;FPO;5.51;5.22;0.95;0.95;;;22.40;0.00;3;1993;2;15;MFL;;;;;;1980;Stocznia USTKA, Ustka - Poland;
POL;POL011202145;CST;20091216;21001231;Y;PL02145;MIW-8;<NO NAME GIVEN>;0112;MIEDZYWODZIE;N;;N;FPO;GNS;3.89;3.58;0.50;0.50;;;2.00;0.00;3;2009;12;14;MFL;;;;;;2009;Polplast S.C., Milowo - Poland;
POL;POL011202146;CST;20091216;21001231;Y;PL02146;MIW-9;<NO NAME GIVEN>;0112;MIEDZYWODZIE;N;;N;FPO;GNS;3.90;3.58;0.48;0.48;;;1.70;0.00;3;2009;12;14;MFL;;;;;;2009;Polplast S.C., Milowo - Poland;
POL;POL011202279;CHA;20140319;21001231;Y;PL02279;MIW-10;<NO NAME GIVEN>;0112;MIEDZYWODZIE;N;;N;GNS;LLS;4.54;4.26;0.80;0.80;;;2.50;0.00;3;2014;2;17;MFL;;;;;;1970;Stocznia USTKA, Ustka - Poland;
POL;POL011401347;MOD;20150930;21001231;Y;PL01347;LBN-3;<NO NAME GIVEN>;0114;LUBIN;N;;N;FPO;GNS;8.25;7.38;3.69;3.69;;;20.50;0.00;3;2000;6;8;MFL;;;;;;2000;Polplast S.C., Milowo - Poland;
POL;POL011401352;MOD;20160714;21001231;Y;PL01352;JAS-62;<NO NAME GIVEN>;0338;JASTARNIA;N;;N;GNS;LLS;10.87;8.75;5.99;5.99;;;22.40;0.00;3;1988;1;29;MFL;;;;;;1987;Warsztaty Spoldzielni Certa, Trzebiez - Poland;
POL;POL011401360;MOD;20160824;20170706;Y;PL01360;LBN-9;<NO NAME GIVEN>;0114;LUBIN;N;;N;GNS;LLS;7.50;7.03;2.47;2.47;;;22.40;0.00;3;2002;9;20;MFL;;;;;;1991;Stocznia USTKA - Poland;
