Country Code;CFR;Event Code;Event Start Date;Event End Date;License Ind;Registration Nbr;Ext Marking;Vessel Name;Port Code;Port Name;IRCS Code;IRCS;Vms Code;Gear Main Code;Gear Sec Code;Loa;Lbp;Ton Ref;Ton Gt;Ton Oth;Ton Gts;Power Main;Power Aux;Hull Material;Com Year;Com Month;Com Day;Segment;Exp Country;Exp Type;Public Aid Code;Decision Date;Decision Seg Code;Construction Year;Construction Place
NLD;NLD185001106;CHA;20150327;21001231;Y;NLD185001106;SCH-68;LADY M;SCH;DEN HAAG-SCHEVENINGEN;Y;PD2440;N;OTB;NO;6.65;;2.00;2.00;;;15.00;0.00;2;2009;4;17;MFL;;;;;;1850;NEDERLAND;
NLD;NLD185001180;MOD;20030101;21001231;Y;NLD185001180;WR-83;EEUWIGE DRIFT;WR;WIERINGEN;N;;N;GNS;OTB;4.90;;1.00;1.00;;;33.00;0.00;3;1991;2;13;MFL;;;;;;1991;Nederland;
NLD;NLD185001282;MOD;20110101;21001231;Y;NLD185001282;IJM-309;WILLY;IJM;VELSEN-IJMUIDEN;N;;N;GTN;OTB;4.87;;1.00;1.00;;;11.00;0.00;3;1991;5;21;MFL;;;;;;1991;Nederland;
NLD;NLD185001306;MOD;20131029;21001231;Y;NLD185001306;UK-105;ANNA;UK;URK;N;;N;TBB;OTB;5.17;;1.00;1.00;;;18.00;0.00;3;1991;5;23;MFL;;;;;;1991;HEMNESBERGET;
NLD;NLD185001629;MOD;20140414;21001231;Y;NLD185001629;YE-167;ROERDOMP;YE;REIMERSWAAL-YERSEKE;N;;N;FPO;GNS;7.55;;2.00;2.00;;;18.00;0.00;2;1992;4;8;MFL;;;;;;1992;Nederland;
NLD;NLD185001881;MOD;20070110;21001231;N;NLD185001881;VL-1;WILLEM;VL;VLAARDINGEN;Y;PE3250;N;GNS;FPO;16.55;;13.00;13.00;;;74.00;0.00;2;1994;10;26;MFL;;;;;;1994;Nederland;
NLD;NLD185001905;MOD;20050101;21001231;Y;NLD185001905;ARM-6;PIETER;ARM;ARNEMUIDEN;N;;N;TBB;LHP;3.96;;1.00;1.00;;;7.00;0.00;4;1995;2;27;MFL;;;;;;1995;Nederland;
NLD;NLD185001906;MOD;20030101;21001231;Y;NLD185001906;ARM-3;NOOITGEDACHT;ARM;ARNEMUIDEN;N;;N;TBB;GNS;3.67;;1.00;1.00;;;7.00;0.00;4;1995;2;27;MFL;;;;;;1995;BERKEL RODENRIJS;
NLD;NLD185001907;MOD;20030101;21001231;Y;NLD185001907;UK-89;JAN JR.;UK;URK;N;;N;SDN;NO;5.00;;1.00;1.00;;;7.00;7.00;3;1995;2;27;MFL;;;;;;1995;Nederland;
NLD;NLD185001927;MOD;20030101;20180322;Y;NLD185001927;TH-14;TH-14;TH;THOLEN;N;;N;FPO;NO;8.72;;2.00;2.00;;;37.00;0.00;2;1995;5;18;MFL;;;;;;1995;Nederland;
NLD;NLD185001966;MOD;20050101;20171113;Y;NLD185001966;WR-331;DEO VOLENTE;WR;WIERINGEN;N;;N;TBB;NO;3.95;;1.00;1.00;;;11.00;0.00;3;1996;3;15;MFL;;;;;;1986;Nederland;
NLD;NLD185001995;CHA;20071120;21001231;Y;NLD185001995;TX-100;CORNELIE;TX;TEXEL;N;;N;OTB;OTM;4.65;;1.00;1.00;;;3.00;0.00;3;1996;8;9;MFL;;;;;;1996;Nederland;
NLD;NLD185002035;MOD;20110101;21001231;Y;NLD185002035;UK-38;MARIJKE;UK;URK;N;;N;LHP;OTB;3.00;;1.00;1.00;;;1.00;0.00;3;1997;1;14;MFL;;;;;;1997;NEDERLAND;
NLD;NLD185002036;MOD;20110101;21001231;Y;NLD185002036;UK-36;INGRID;UK;URK;N;;N;OTB;NO;2.40;;1.00;1.00;;;3.00;0.00;3;1997;1;14;MFL;;;;;;1997;Nederland;
NLD;NLD185002050;MOD;20110101;20171206;Y;NLD185002050;BRU-38;PATRICK;BRU;BRUINISSE;N;;N;FPO;GNS;6.63;;1.00;1.00;;;42.00;0.00;3;1997;5;16;MFL;;;;;;1997;Nederland;
NLD;NLD185002058;MOD;20140610;21001231;Y;NLD185002058;YE-8;STERN;YE;REIMERSWAAL-YERSEKE;N;;N;FPO;GNS;8.02;;3.00;3.00;;;25.00;0.00;3;1997;6;10;MFL;;;;;;1997;Nederland;
NLD;NLD185002079;MOD;20110101;21001231;Y;NLD185002079;HD-17;MANDY;HD;DEN HELDER;N;;N;FPO;NO;6.85;;1.00;1.00;;;10.00;0.00;2;1997;10;14;MFL;;;;;;1997;NEDERLAND;
NLD;NLD185002094;MOD;20030101;21001231;Y;NLD185002094;HD-57;VIKING II;HD;DEN HELDER;N;;N;GNS;OTB;7.93;;3.00;3.00;;;21.00;0.00;3;1998;3;20;MFL;;;;;;1998;DEN HELDER;
NLD;NLD185002105;MOD;20111202;21001231;Y;NLD185002105;KG-3;SIL;KG;KORTGENE;N;;N;FPO;NO;7.55;;1.00;1.00;;;22.00;0.00;2;1998;4;15;MFL;;;;;;1998;ZWARTEWAAL;
NLD;NLD185002119;MOD;20120222;21001231;Y;NLD185002119;EH-42;JACOB;EH;ENKHUIZEN;N;;N;LLS;NO;6.40;;2.00;2.00;;;7.00;0.00;2;1998;7;27;MFL;;;;;;1998;ENKHUIZEN;
NLD;NLD185002146;MOD;20050101;21001231;Y;NLD185002146;ARM-1;ALBATROS;ARM;ARNEMUIDEN;N;;N;TBB;LHP;2.92;;1.00;1.00;;;1.50;0.00;3;1998;11;19;MFL;;;;;;1998;Nederland;
NLD;NLD185002147;MOD;20091009;21001231;Y;NLD185002147;ARM-8;ZEELEEUW;ARM;ARNEMUIDEN;N;;N;LHP;NO;2.92;;1.00;1.00;;;3.70;0.00;3;1998;11;19;MFL;;;;;;1998;Nederland;
NLD;NLD185002148;MOD;20091009;21001231;Y;NLD185002148;ARM-9;JAN VAN GENT;ARM;ARNEMUIDEN;N;;N;LHP;NO;3.45;;1.00;1.00;;;3.70;0.00;3;1998;11;19;MFL;;;;;;1998;Nederland;
NLD;NLD185002158;MOD;20080414;20160808;Y;NLD185002158;WSW-12;ZO�;WSW;WESTERSCHOUWEN;N;;N;LHP;NO;6.20;;2.00;2.00;;;147.00;0.00;3;1998;11;20;MFL;;;;;;1998;KORTGENE;
NLD;NLD185002177;MOD;20151001;21001231;Y;NLD185002177;UK-256;HERMINA;UK;URK;N;;N;TBB;OTB;4.05;;1.00;1.00;;;29.00;0.00;3;1999;2;17;MFL;;;;;;1999;Nederland;
NLD;NLD185002178;MOD;20131029;21001231;Y;NLD185002178;UK-355;WYBRIGJE;UK;URK;N;;N;TBB;OTB;4.30;;1.00;1.00;;;15.00;0.00;3;1999;2;17;MFL;;;;;;1999;Nederland;
NLD;NLD185002201;MOD;20110405;21001231;Y;NLD185002201;YE-4;YE-4;YE;REIMERSWAAL-YERSEKE;N;;N;GNS;GTN;7.34;;2.00;2.00;;;48.00;0.00;3;1999;6;18;MFL;;;PA;;;1924;Nederland;
NLD;NLD185002550;MOD;20110101;21001231;Y;NLD185002550;OD-25;ELIZABETH;OD;GOEDEREEDE-OUDDORP;N;;N;OTB;NO;8.70;;3.00;3.00;;;51.00;0.00;2;1999;11;5;MFL;;;;;;1999;Nederland;
NLD;NLD185002560;MOD;20140428;21001231;Y;NLD185002560;IJM-311;RANGER;IJM;VELSEN-IJMUIDEN;N;;N;LHP;GNS;6.59;;3.00;3.00;;;96.00;0.00;3;2000;1;19;MFL;;;;;;2000;Nederland;
NLD;NLD185002592;MOD;20030101;20170529;Y;NLD185002592;OD-24;NELLEKE;OD;GOEDEREEDE-OUDDORP;N;;N;FPO;GTN;6.54;;1.00;1.00;;;22.00;0.00;4;2000;7;12;MFL;;;;;;2000;Nederland;
NLD;NLD185002593;MOD;20050101;21001231;Y;NLD185002593;YE-22;CATHARINA;YE;REIMERSWAAL-YERSEKE;N;;N;FPO;NO;8.16;;2.00;2.00;;;29.00;0.00;4;2000;7;12;MFL;;;;;;2000;Nederland;
NLD;NLD185013649;CHA;20150520;21001231;Y;NLD185013649;VL-105;ANNETTE J;VL;VLAARDINGEN;N;;N;FPO;LHM;4.55;;1.00;1.00;;;22.00;0.00;3;2015;5;20;MFL;;;;;;1850;Onbekend;
NLD;NLD189400201;MOD;20040422;21001231;Y;NLD189400201;WR-70;NEPTUNUS;WR;WIERINGEN;Y;PD4608;Y;OTB;PTM;25.32;;61.00;61.00;;;124.00;0.00;2;1988;4;28;MFL;;;;;;1894;Nederland;
NLD;NLD189900729;MOD;20151001;21001231;Y;NLD189900729;LO-17;LIQUENDA;LO;ULRUM-LAUWERSOOG;Y;PCFB;Y;TBB;NO;22.04;;48.00;48.00;;;221.00;0.00;2;1980;2;27;MFL;;;;;;1899;KRIMPEN A/D IJSSEL;
NLD;NLD189901069;MOD;20031106;21001231;Y;NLD189901069;WR-79;SPEKULANT;WR;WIERINGEN;Y;PE4285;N;OTM;GNS;11.40;;11.00;11.00;;;92.00;0.00;1;1990;6;25;MFL;;;;;;1899;EMDEN;
NLD;NLD190002093;MOD;20030101;21001231;Y;NLD190002093;BRU-11;NOOIT GEDACHT;BRU;BRUINISSE;N;;N;DRB;NO;22.25;;47.00;47.00;;;176.00;0.00;2;1998;3;13;AQU;;;;;;1900;ALPHEN AAN DE RIJN;
NLD;NLD190200723;MOD;20050617;21001231;Y;NLD190200723;YE-15;VIER GEBROEDERS;YE;REIMERSWAAL-YERSEKE;Y;PF9918;N;DRB;NO;23.78;;51.00;51.00;;;210.00;0.00;2;1981;12;4;AQU;;;PA;;;1902;ALPHEN A/D RIJN;
NLD;NLD190300403;MOD;20031208;21001231;Y;NLD190300403;TH-4;ELIZABETH;TH;THOLEN;Y;PG4021;N;DRB;NO;29.70;;101.00;101.00;;;440.00;93.00;2;1981;5;26;AQU;;;;;;1903;ALPHEN A/D RIJN;
NLD;NLD190500203;MOD;20151209;20180312;Y;NLD190500203;YE-270;JOHANNES;YE;REIMERSWAAL-YERSEKE;Y;PGBS;N;DRB;NO;33.31;;156.00;156.00;;;537.00;0.00;2;1974;1;23;AQU;;;;;;1905;Nederland;
NLD;NLD190500461;MOD;20120906;21001231;Y;NLD190500461;HA-62;WILLEM TJITSCHE;HA;HARLINGEN;Y;PF9943;Y;TBB;NO;19.58;;36.00;36.00;;;169.00;0.01;2;1980;7;17;MFL;;;;;;1905;ROODEVAART;
NLD;NLD190600600;MOD;20140226;20160210;Y;NLD190600600;IJM-77;DIRK;IJM;VELSEN-IJMUIDEN;Y;PCFN;Y;GNS;PS;26.17;;57.00;57.00;;;80.00;0.00;2;1981;8;19;MFL;;;;;;1906;CAPELLE A/D IJSSEL;
NLD;NLD190800777;MOD;20080529;20161019;Y;NLD190800777;HA-24;ALEA IACTA EST;HA;HARLINGEN;Y;PD9993;Y;DRH;NO;28.32;;78.00;78.00;;;269.00;22.00;2;1978;6;30;MFL;;;;;;1908;ALPHEN A/D RIJN;
NLD;NLD190801142;MOD;20130401;21001231;Y;NLD190801142;BRU-45;JACOBA;BRU;BRUINISSE;N;;Y;DRB;NO;23.88;;45.00;45.00;;;132.00;0.00;2;1991;1;21;AQU;;;;;;1908;ALPHEN A/D RIJN;
NLD;NLD190802113;MOD;20110302;20170730;Y;NLD190802113;WON-17;CHARLOTTE;WON;WONSERADEEL;Y;PE4434;Y;TBB;NO;24.25;;43.00;43.00;;;221.00;65.00;2;1998;6;12;MFL;;;;;;1908;ZAANDAM;
NLD;NLD190900074;MOD;20151214;21001231;Y;NLD190900074;WL-8;LUBBERT SR;WL;WESTDONGERADEEL;Y;PBAM;Y;TBB;NO;23.92;;86.00;86.00;;;221.00;105.00;2;1977;11;18;MFL;;;;;;1909;ROODEVAART;
NLD;NLD190900810;MOD;20150630;21001231;Y;NLD190900810;YE-39;DRIE GEBROEDERS;YE;REIMERSWAAL-YERSEKE;Y;PF4008;N;DRB;NO;32.93;;133.00;133.00;;;415.00;290.00;2;1967;4;13;AQU;;;;;;1909;ALPHEN A/D RIJN;
NLD;NLD190900846;CHA;20081208;21001231;Y;NLD190900846;YE-45;ELISABETH;YE;REIMERSWAAL-YERSEKE;Y;PE3344;N;DRB;DRH;28.42;;63.00;63.00;;;257.00;0.00;2;1980;3;5;AQU;;;;;;1909;GOUWSLUIS;
NLD;NLD190901051;MOD;20130124;21001231;Y;NLD190901051;YE-140;DEI-GRATIA;YE;REIMERSWAAL-YERSEKE;Y;PC6607;N;DRB;NO;31.67;;115.00;115.00;;;403.00;180.00;2;2012;5;11;AQU;;;;;;1909;Krimpen a/d IJssel;
NLD;NLD190901995;CHA;20070806;21001231;Y;NLD190901995;UK-29;JAN;UK;URK;N;;N;PS;NO;6.50;;1.00;1.00;;;7.00;0.00;2;2007;8;6;MFL;;;;;;1909;Urk;
NLD;NLD191000315;MOD;20110101;21001231;Y;NLD191000315;OL-37;INSULINDE;OL;OOSTDONGERADEEL;Y;PH3084;Y;TBB;NO;20.54;;42.00;42.00;;;220.00;0.01;2;1975;9;30;MFL;;;;;;1910;Nederland;
NLD;NLD191000444;MOD;20110101;21001231;Y;NLD191000444;WL-25;ANTJE;WL;WESTDONGERADEEL;Y;PG2397;Y;TBB;OTB;19.80;;30.00;30.00;;;162.00;0.00;2;1979;4;20;MFL;;;;;;1910;Nederland;
NLD;NLD191100591;MOD;20030930;21001231;Y;NLD191100591;UQ-21;LOUWINA;UQ;USQUERT;N;;Y;TBB;SPR;23.99;;51.00;51.00;;;221.00;40.00;2;1981;2;9;MFL;;;;;;1911;DELFT;
NLD;NLD191200520;MOD;20030101;21001231;Y;NLD191200520;YE-89;MAATJE CATHARINA;YE;REIMERSWAAL-YERSEKE;Y;PF9971;N;DRB;NO;32.47;;109.00;109.00;;;257.00;103.00;2;1980;8;6;AQU;;;;;;1912;ROODEVAART;
NLD;NLD191300173;MOD;20120511;21001231;Y;NLD191300173;HA-102;PESCADO;HA;HARLINGEN;Y;PF7245;Y;PS;NO;17.72;;17.00;17.00;;;97.00;0.00;2;1976;1;19;MFL;;;;;;1913;VIERVERLATEN;
NLD;NLD191300467;MOD;20130702;20160720;Y;NLD191300467;UQ-8;ZEEMEEUW;UQ;USQUERT;N;;Y;TBB;OTB;19.10;;28.00;28.00;;;176.00;0.10;2;1958;1;8;MFL;;;;;;1913;Nederland;
NLD;NLD191400696;MOD;20110101;21001231;Y;NLD191400696;BRU-39;LUCTOR;BRU;BRUINISSE;Y;PD4012;N;DRB;NO;30.68;;116.00;116.00;;;358.00;0.00;2;1981;7;20;AQU;;;;;;1914;ROODEVAART;
