Load_ind;Definition Year;Species Code;Species Name;Area Code;Area Description;Level Code;Level Description;Initial Quantity;Adapted Quota;Eurlex Ref;OJ Ref;Publication Date;Page Number;In regulation;Compute uptake;StockID;%ECTAC
INIV;2015;BLL;Brill;2AC4-C;EC waters of IIa) and IV;FRA;France;0;0;32015R0104;L22;28/01/2015;71;Y;N;BLL2AC4-C;0%
INIV;2015;BLL;Brill;2AC4-C;EC waters of IIa) and IV;GBR;U.K. of Great Britain and Northern Ireland;0;0;32015R0104;L22;28/01/2015;71;Y;N;BLL2AC4-C;0%
INIV;2015;BLL;Brill;2AC4-C;EC waters of IIa) and IV;NLD;Netherlands;0;0;32015R0104;L22;28/01/2015;71;Y;N;BLL2AC4-C;0%
INIV;2015;BLL;Brill;2AC4-C;EC waters of IIa) and IV;SWE;Sweden;0;0;32015R0104;L22;28/01/2015;71;Y;N;BLL2AC4-C;0%
INIV;2015;BLL;Brill;2AC4-C;EC waters of IIa) and IV;EEC;;0;0;32015R0104;L22;28/01/2015;71;Y;N;BLL2AC4-C;0%
INIV;2015;BLL;Brill;2AC4-C;EC waters of IIa) and IV;TAC;;0;0;32015R0104;L22;28/01/2015;71;Y;N;BLL2AC4-C;0%
INIV;2015;BOR;Boarfishes nei;678-;EU and international waters of VI, VII and VIII;DEU;Germany;0;5;;;;;N;Y;BOR678-;0%
INIV;2015;BOR;Boarfishes nei;678-;EU and international waters of VI, VII and VIII;DNK;Denmark;13079;16208.1;32015R0104;L22;28/01/2015;35;Y;Y;BOR678-;25%
INIV;2015;BOR;Boarfishes nei;678-;EU and international waters of VI, VII and VIII;GBR;U.K. of Great Britain and Northern Ireland;3387;3997.3;32015R0104;L22;28/01/2015;35;Y;Y;BOR678-;6%
INIV;2015;BOR;Boarfishes nei;678-;EU and international waters of VI, VII and VIII;IRL;Ireland;36830;45640.5;32015R0104;L22;28/01/2015;35;Y;Y;BOR678-;69%
INIV;2015;BOR;Boarfishes nei;678-;EU and international waters of VI, VII and VIII;NLD;Netherlands;0;200;;;;;N;Y;BOR678-;0%
INIV;2015;BOR;Boarfishes nei;678-;EU and international waters of VI, VII and VIII;EEC;;53296;66050.9;32015R0104;L22;28/01/2015;35;Y;Y;BOR678-;100%
INIV;2015;BOR;Boarfishes nei;678-;EU and international waters of VI, VII and VIII;TAC;;53296;53296;32015R0104;L22;28/01/2015;35;Y;Y;BOR678-;100%
INIV;2015;BRF;Blackbelly rosefish;XDS;NEAFC Stock - Deep Sea Fisheries;BEL;Belgium;0;0;32010R1236;L347;21/12/2010;32;Y;N;BRFXDS;0%
INIV;2015;BRF;Blackbelly rosefish;XDS;NEAFC Stock - Deep Sea Fisheries;BGR;Bulgaria;0;0;32010R1236;L347;21/12/2010;32;Y;N;BRFXDS;0%
INIV;2015;BRF;Blackbelly rosefish;XDS;NEAFC Stock - Deep Sea Fisheries;CYP;Cyprus;0;0;32010R1236;L347;21/12/2010;32;Y;N;BRFXDS;0%
INIV;2015;BRF;Blackbelly rosefish;XDS;NEAFC Stock - Deep Sea Fisheries;DEU;Germany;0;0;32010R1236;L347;21/12/2010;32;Y;N;BRFXDS;0%
INIV;2015;BRF;Blackbelly rosefish;XDS;NEAFC Stock - Deep Sea Fisheries;DNK;Denmark;0;0;32010R1236;L347;21/12/2010;32;Y;N;BRFXDS;0%
INIV;2015;BRF;Blackbelly rosefish;XDS;NEAFC Stock - Deep Sea Fisheries;ESP;Spain;0;0;32010R1236;L347;21/12/2010;32;Y;N;BRFXDS;0%
INIV;2015;BRF;Blackbelly rosefish;XDS;NEAFC Stock - Deep Sea Fisheries;EST;Estonia;0;0;32010R1236;L347;21/12/2010;32;Y;N;BRFXDS;0%
INIV;2015;BRF;Blackbelly rosefish;XDS;NEAFC Stock - Deep Sea Fisheries;FIN;Finland;0;0;32010R1236;L347;21/12/2010;32;Y;N;BRFXDS;0%
INIV;2015;BRF;Blackbelly rosefish;XDS;NEAFC Stock - Deep Sea Fisheries;FRA;France;0;0;32010R1236;L347;21/12/2010;32;Y;N;BRFXDS;0%
INIV;2015;BRF;Blackbelly rosefish;XDS;NEAFC Stock - Deep Sea Fisheries;GBR;U.K. of Great Britain and Northern Ireland;0;0;32010R1236;L347;21/12/2010;32;Y;N;BRFXDS;0%
INIV;2015;BRF;Blackbelly rosefish;XDS;NEAFC Stock - Deep Sea Fisheries;GRC;Greece;0;0;32010R1236;L347;21/12/2010;32;Y;N;BRFXDS;0%
INIV;2015;BRF;Blackbelly rosefish;XDS;NEAFC Stock - Deep Sea Fisheries;HRV;Croatia;0;0;32010R1236;L347;21/12/2010;32;Y;N;BRFXDS;0%
INIV;2015;BRF;Blackbelly rosefish;XDS;NEAFC Stock - Deep Sea Fisheries;IRL;Ireland;0;0;32010R1236;L347;21/12/2010;32;Y;N;BRFXDS;0%
INIV;2015;BRF;Blackbelly rosefish;XDS;NEAFC Stock - Deep Sea Fisheries;ITA;Italy;0;0;32010R1236;L347;21/12/2010;32;Y;N;BRFXDS;0%
INIV;2015;BRF;Blackbelly rosefish;XDS;NEAFC Stock - Deep Sea Fisheries;LTU;Lithuania;0;0;32010R1236;L347;21/12/2010;32;Y;N;BRFXDS;0%
INIV;2015;BRF;Blackbelly rosefish;XDS;NEAFC Stock - Deep Sea Fisheries;LVA;Latvia;0;0;32010R1236;L347;21/12/2010;32;Y;N;BRFXDS;0%
INIV;2015;BRF;Blackbelly rosefish;XDS;NEAFC Stock - Deep Sea Fisheries;MLT;Malta;0;0;32010R1236;L347;21/12/2010;32;Y;N;BRFXDS;0%
INIV;2015;BRF;Blackbelly rosefish;XDS;NEAFC Stock - Deep Sea Fisheries;NLD;Netherlands;0;0;32010R1236;L347;21/12/2010;32;Y;N;BRFXDS;0%
INIV;2015;BRF;Blackbelly rosefish;XDS;NEAFC Stock - Deep Sea Fisheries;POL;Poland;0;0;32010R1236;L347;21/12/2010;32;Y;N;BRFXDS;0%
INIV;2015;BRF;Blackbelly rosefish;XDS;NEAFC Stock - Deep Sea Fisheries;PRT;Portugal;0;0;32010R1236;L347;21/12/2010;32;Y;N;BRFXDS;0%
INIV;2015;BRF;Blackbelly rosefish;XDS;NEAFC Stock - Deep Sea Fisheries;ROU;Romania;0;0;32010R1236;L347;21/12/2010;32;Y;N;BRFXDS;0%
INIV;2015;BRF;Blackbelly rosefish;XDS;NEAFC Stock - Deep Sea Fisheries;SVN;Slovenia;0;0;32010R1236;L347;21/12/2010;32;Y;N;BRFXDS;0%
INIV;2015;BRF;Blackbelly rosefish;XDS;NEAFC Stock - Deep Sea Fisheries;SWE;Sweden;0;0;32010R1236;L347;21/12/2010;32;Y;N;BRFXDS;0%
INIV;2015;BRF;Blackbelly rosefish;XDS;NEAFC Stock - Deep Sea Fisheries;EEC;;0;0;32010R1236;L347;21/12/2010;32;Y;N;BRFXDS;0%
INIV;2015;BRF;Blackbelly rosefish;XDS;NEAFC Stock - Deep Sea Fisheries;TAC;;0;0;32010R1236;L347;21/12/2010;32;Y;N;BRFXDS;0%
INIV;2015;BSF;Black scabbardfish;1234-;EU and international waters of I, II, III and IV;DEU;Germany;3;3;32014R1367;L366;20/12/2014;7;Y;Y;BSF1234-;33%
INIV;2015;BSF;Black scabbardfish;1234-;EU and international waters of I, II, III and IV;FRA;France;3;3;32014R1367;L366;20/12/2014;7;Y;Y;BSF1234-;33%
INIV;2015;BSF;Black scabbardfish;1234-;EU and international waters of I, II, III and IV;GBR;U.K. of Great Britain and Northern Ireland;3;3;32014R1367;L366;20/12/2014;7;Y;Y;BSF1234-;33%
INIV;2015;BSF;Black scabbardfish;1234-;EU and international waters of I, II, III and IV;EEC;;9;9;32014R1367;L366;20/12/2014;7;Y;Y;BSF1234-;100%
INIV;2015;BSF;Black scabbardfish;1234-;EU and international waters of I, II, III and IV;TAC;;9;9;32014R1367;L366;20/12/2014;7;Y;Y;BSF1234-;100%
INIV;2015;BSF;Black scabbardfish;56712-;EU and international waters of V,VI, VII and XII;DEU;Germany;42;30.525;32014R1367;L366;20/12/2014;7;Y;Y;BSF56712-;1%
INIV;2015;BSF;Black scabbardfish;56712-;EU and international waters of V,VI, VII and XII;ESP;Spain;208;367.645;32014R1367;L366;20/12/2014;7;Y;Y;BSF56712-;6%
INIV;2015;BSF;Black scabbardfish;56712-;EU and international waters of V,VI, VII and XII;EST;Estonia;20;0;32014R1367;L366;20/12/2014;7;Y;Y;BSF56712-;1%
INIV;2015;BSF;Black scabbardfish;56712-;EU and international waters of V,VI, VII and XII;FRA;France;2918;3414.371;32014R1367;L366;20/12/2014;7;Y;Y;BSF56712-;80%
INIV;2015;BSF;Black scabbardfish;56712-;EU and international waters of V,VI, VII and XII;GBR;U.K. of Great Britain and Northern Ireland;208;173.719;32014R1367;L366;20/12/2014;7;Y;Y;BSF56712-;6%
INIV;2015;BSF;Black scabbardfish;56712-;EU and international waters of V,VI, VII and XII;IRL;Ireland;104;11.301;32014R1367;L366;20/12/2014;7;Y;Y;BSF56712-;3%
INIV;2015;BSF;Black scabbardfish;56712-;EU and international waters of V,VI, VII and XII;LTU;Lithuania;1;0;32014R1367;L366;20/12/2014;7;Y;Y;BSF56712-;0%
INIV;2015;BSF;Black scabbardfish;56712-;EU and international waters of V,VI, VII and XII;LVA;Latvia;136;0;32014R1367;L366;20/12/2014;7;Y;Y;BSF56712-;4%
INIV;2015;BSF;Black scabbardfish;56712-;EU and international waters of V,VI, VII and XII;NLD;Netherlands;0;5.1;32014R1367;L366;20/12/2014;7;N;Y;BSF56712-;0%
INIV;2015;BSF;Black scabbardfish;56712-;EU and international waters of V,VI, VII and XII;POL;Poland;1;1;32014R1367;L366;20/12/2014;7;Y;Y;BSF56712-;0%
INIV;2015;BSF;Black scabbardfish;56712-;EU and international waters of V,VI, VII and XII;AMS;;11;11;32014R1367;L366;20/12/2014;7;Y;Y;BSF56712-;0%
INIV;2015;BSF;Black scabbardfish;56712-;EU and international waters of V,VI, VII and XII;EEC;;3649;4014.661;32014R1367;L366;20/12/2014;7;Y;Y;BSF56712-;100%
INIV;2015;BSF;Black scabbardfish;56712-;EU and international waters of V,VI, VII and XII;TAC;;3649;3649;32014R1367;L366;20/12/2014;7;Y;Y;BSF56712-;100%
INIV;2015;BSF;Black scabbardfish;8910-;EU and international waters of VIII, IX and X;ESP;Spain;12;30.05;32014R1367;L366;20/12/2014;8;Y;Y;BSF8910-;0%
INIV;2015;BSF;Black scabbardfish;8910-;EU and international waters of VIII, IX and X;FRA;France;29;32.219;32014R1367;L366;20/12/2014;8;Y;Y;BSF8910-;1%
INIV;2015;BSF;Black scabbardfish;8910-;EU and international waters of VIII, IX and X;PRT;Portugal;3659;4032.747;32014R1367;L366;20/12/2014;8;Y;Y;BSF8910-;99%
INIV;2015;BSF;Black scabbardfish;8910-;EU and international waters of VIII, IX and X;EEC;;3700;4095.016;32014R1367;L366;20/12/2014;8;Y;Y;BSF8910-;100%
INIV;2015;BSF;Black scabbardfish;8910-;EU and international waters of VIII, IX and X;TAC;;3700;3700;32014R1367;L366;20/12/2014;8;Y;Y;BSF8910-;100%
INIV;2015;BSF;Black scabbardfish;C3412-;EU and international waters of CECAF 34.1.2;PRT;Portugal;3141;3141;32014R1367;L366;20/12/2014;8;Y;Y;BSFC3412-;100%
INIV;2015;BSF;Black scabbardfish;C3412-;EU and international waters of CECAF 34.1.2;EEC;;3141;3141;32014R1367;L366;20/12/2014;8;Y;Y;BSFC3412-;100%
INIV;2015;BSF;Black scabbardfish;C3412-;EU and international waters of CECAF 34.1.2;TAC;;3141;3141;32014R1367;L366;20/12/2014;8;Y;Y;BSFC3412-;100%
INIV;2015;BSF;Black scabbardfish;XDS;NEAFC Stock - Deep Sea Fisheries;BEL;Belgium;0;0;32010R1236;L347;21/12/2010;31;Y;N;BSFXDS;0%
INIV;2015;BSF;Black scabbardfish;XDS;NEAFC Stock - Deep Sea Fisheries;BGR;Bulgaria;0;0;32010R1236;L347;21/12/2010;31;Y;N;BSFXDS;0%
INIV;2015;BSF;Black scabbardfish;XDS;NEAFC Stock - Deep Sea Fisheries;CYP;Cyprus;0;0;32010R1236;L347;21/12/2010;31;Y;N;BSFXDS;0%
INIV;2015;BSF;Black scabbardfish;XDS;NEAFC Stock - Deep Sea Fisheries;DEU;Germany;0;0;32010R1236;L347;21/12/2010;31;Y;N;BSFXDS;0%
INIV;2015;BSF;Black scabbardfish;XDS;NEAFC Stock - Deep Sea Fisheries;DNK;Denmark;0;0;32010R1236;L347;21/12/2010;31;Y;N;BSFXDS;0%
INIV;2015;BSF;Black scabbardfish;XDS;NEAFC Stock - Deep Sea Fisheries;ESP;Spain;0;0;32010R1236;L347;21/12/2010;31;Y;N;BSFXDS;0%
INIV;2015;BSF;Black scabbardfish;XDS;NEAFC Stock - Deep Sea Fisheries;EST;Estonia;0;0;32010R1236;L347;21/12/2010;31;Y;N;BSFXDS;0%
INIV;2015;BSF;Black scabbardfish;XDS;NEAFC Stock - Deep Sea Fisheries;FIN;Finland;0;0;32010R1236;L347;21/12/2010;31;Y;N;BSFXDS;0%
INIV;2015;BSF;Black scabbardfish;XDS;NEAFC Stock - Deep Sea Fisheries;FRA;France;0;0;32010R1236;L347;21/12/2010;31;Y;N;BSFXDS;0%
INIV;2015;BSF;Black scabbardfish;XDS;NEAFC Stock - Deep Sea Fisheries;GBR;U.K. of Great Britain and Northern Ireland;0;0;32010R1236;L347;21/12/2010;31;Y;N;BSFXDS;0%
INIV;2015;BSF;Black scabbardfish;XDS;NEAFC Stock - Deep Sea Fisheries;GRC;Greece;0;0;32010R1236;L347;21/12/2010;31;Y;N;BSFXDS;0%
INIV;2015;BSF;Black scabbardfish;XDS;NEAFC Stock - Deep Sea Fisheries;HRV;Croatia;0;0;32010R1236;L347;21/12/2010;31;Y;N;BSFXDS;0%
INIV;2015;BSF;Black scabbardfish;XDS;NEAFC Stock - Deep Sea Fisheries;IRL;Ireland;0;0;32010R1236;L347;21/12/2010;31;Y;N;BSFXDS;0%
INIV;2015;BSF;Black scabbardfish;XDS;NEAFC Stock - Deep Sea Fisheries;ITA;Italy;0;0;32010R1236;L347;21/12/2010;31;Y;N;BSFXDS;0%
INIV;2015;BSF;Black scabbardfish;XDS;NEAFC Stock - Deep Sea Fisheries;LTU;Lithuania;0;0;32010R1236;L347;21/12/2010;31;Y;N;BSFXDS;0%
INIV;2015;BSF;Black scabbardfish;XDS;NEAFC Stock - Deep Sea Fisheries;LVA;Latvia;0;0;32010R1236;L347;21/12/2010;31;Y;N;BSFXDS;0%
INIV;2015;BSF;Black scabbardfish;XDS;NEAFC Stock - Deep Sea Fisheries;MLT;Malta;0;0;32010R1236;L347;21/12/2010;31;Y;N;BSFXDS;0%
INIV;2015;BSF;Black scabbardfish;XDS;NEAFC Stock - Deep Sea Fisheries;NLD;Netherlands;0;0;32010R1236;L347;21/12/2010;31;Y;N;BSFXDS;0%
INIV;2015;BSF;Black scabbardfish;XDS;NEAFC Stock - Deep Sea Fisheries;POL;Poland;0;0;32010R1236;L347;21/12/2010;31;Y;N;BSFXDS;0%
INIV;2015;BSF;Black scabbardfish;XDS;NEAFC Stock - Deep Sea Fisheries;PRT;Portugal;0;0;32010R1236;L347;21/12/2010;31;Y;N;BSFXDS;0%
INIV;2015;BSF;Black scabbardfish;XDS;NEAFC Stock - Deep Sea Fisheries;ROU;Romania;0;0;32010R1236;L347;21/12/2010;31;Y;N;BSFXDS;0%
INIV;2015;BSF;Black scabbardfish;XDS;NEAFC Stock - Deep Sea Fisheries;SVN;Slovenia;0;0;32010R1236;L347;21/12/2010;31;Y;N;BSFXDS;0%
INIV;2015;BSF;Black scabbardfish;XDS;NEAFC Stock - Deep Sea Fisheries;SWE;Sweden;0;0;32010R1236;L347;21/12/2010;31;Y;N;BSFXDS;0%
INIV;2015;BSF;Black scabbardfish;XDS;NEAFC Stock - Deep Sea Fisheries;EEC;;0;0;32010R1236;L347;21/12/2010;31;Y;N;BSFXDS;0%
INIV;2015;BSF;Black scabbardfish;XDS;NEAFC Stock - Deep Sea Fisheries;TAC;;0;0;32010R1236;L347;21/12/2010;31;Y;N;BSFXDS;0%
INIV;2015;BUM;Blue marlin;ATLANT;Atlantic Ocean;ESP;Spain;10.36;20.36;32015R0104;L22;28/01/2015;113;Y;Y;BUMATLANT;2%
INIV;2015;BUM;Blue marlin;ATLANT;Atlantic Ocean;FRA;France;454.84;454.84;32015R0104;L22;28/01/2015;113;Y;Y;BUMATLANT;86%
INIV;2015;BUM;Blue marlin;ATLANT;Atlantic Ocean;PRT;Portugal;62.8;52.8;32015R0104;L22;28/01/2015;113;Y;Y;BUMATLANT;12%
INIV;2015;BUM;Blue marlin;ATLANT;Atlantic Ocean;EEC;;528;528;32015R0104;L22;28/01/2015;113;Y;Y;BUMATLANT;100%
INIV;2015;BUM;Blue marlin;ATLANT;Atlantic Ocean;TAC;;1985;1985;32015R0104;L22;28/01/2015;113;Y;Y;BUMATLANT;376%
INIV;2015;C/H;Cod & haddock;05B-F.;Faroe zone: Vb);DEU;Germany;19;0;32015R0104;L22;28/01/2015;90;Y;Y;C/H05B-F.;2%
INIV;2015;C/H;Cod & haddock;05B-F.;Faroe zone: Vb);FRA;France;114;114;32015R0104;L22;28/01/2015;90;Y;Y;C/H05B-F.;12%
INIV;2015;C/H;Cod & haddock;05B-F.;Faroe zone: Vb);GBR;U.K. of Great Britain and Northern Ireland;817;836;32015R0104;L22;28/01/2015;90;Y;Y;C/H05B-F.;86%
INIV;2015;C/H;Cod & haddock;05B-F.;Faroe zone: Vb);EEC;;950;950;32015R0104;L22;28/01/2015;90;Y;Y;C/H05B-F.;100%
INIV;2015;C/H;Cod & haddock;05B-F.;Faroe zone: Vb);TAC;;0;0;32015R0104;L22;28/01/2015;90;Y;Y;C/H05B-F.;0%
INIV;2015;CAA;Atlantic wolffish;N3LMN;NAFO 3L, 3M, 3N = FAO 21.3.L + 21.3.M + 21.3.N;BEL;Belgium;0;0;32007R1386;L318;05/12/2007;1;Y;N;CAAN3LMN;0%
INIV;2015;CAA;Atlantic wolffish;N3LMN;NAFO 3L, 3M, 3N = FAO 21.3.L + 21.3.M + 21.3.N;BGR;Bulgaria;0;0;32007R1386;L318;05/12/2007;1;Y;N;CAAN3LMN;0%
INIV;2015;CAA;Atlantic wolffish;N3LMN;NAFO 3L, 3M, 3N = FAO 21.3.L + 21.3.M + 21.3.N;CYP;Cyprus;0;0;32007R1386;L318;05/12/2007;1;Y;N;CAAN3LMN;0%
INIV;2015;CAA;Atlantic wolffish;N3LMN;NAFO 3L, 3M, 3N = FAO 21.3.L + 21.3.M + 21.3.N;DEU;Germany;0;0;32007R1386;L318;05/12/2007;1;Y;N;CAAN3LMN;0%
INIV;2015;CAA;Atlantic wolffish;N3LMN;NAFO 3L, 3M, 3N = FAO 21.3.L + 21.3.M + 21.3.N;DNK;Denmark;0;0;32007R1386;L318;05/12/2007;1;Y;N;CAAN3LMN;0%
INIV;2015;CAA;Atlantic wolffish;N3LMN;NAFO 3L, 3M, 3N = FAO 21.3.L + 21.3.M + 21.3.N;ESP;Spain;0;0;32007R1386;L318;05/12/2007;1;Y;N;CAAN3LMN;0%
INIV;2015;CAA;Atlantic wolffish;N3LMN;NAFO 3L, 3M, 3N = FAO 21.3.L + 21.3.M + 21.3.N;EST;Estonia;0;0;32007R1386;L318;05/12/2007;1;Y;N;CAAN3LMN;0%
INIV;2015;CAA;Atlantic wolffish;N3LMN;NAFO 3L, 3M, 3N = FAO 21.3.L + 21.3.M + 21.3.N;FIN;Finland;0;0;32007R1386;L318;05/12/2007;1;Y;N;CAAN3LMN;0%
INIV;2015;CAA;Atlantic wolffish;N3LMN;NAFO 3L, 3M, 3N = FAO 21.3.L + 21.3.M + 21.3.N;FRA;France;0;0;32007R1386;L318;05/12/2007;1;Y;N;CAAN3LMN;0%
INIV;2015;CAA;Atlantic wolffish;N3LMN;NAFO 3L, 3M, 3N = FAO 21.3.L + 21.3.M + 21.3.N;GBR;U.K. of Great Britain and Northern Ireland;0;0;32007R1386;L318;05/12/2007;1;Y;N;CAAN3LMN;0%
INIV;2015;CAA;Atlantic wolffish;N3LMN;NAFO 3L, 3M, 3N = FAO 21.3.L + 21.3.M + 21.3.N;GRC;Greece;0;0;32007R1386;L318;05/12/2007;1;Y;N;CAAN3LMN;0%
INIV;2015;CAA;Atlantic wolffish;N3LMN;NAFO 3L, 3M, 3N = FAO 21.3.L + 21.3.M + 21.3.N;HRV;Croatia;0;0;32007R1386;L318;05/12/2007;1;Y;N;CAAN3LMN;0%
INIV;2015;CAA;Atlantic wolffish;N3LMN;NAFO 3L, 3M, 3N = FAO 21.3.L + 21.3.M + 21.3.N;IRL;Ireland;0;0;32007R1386;L318;05/12/2007;1;Y;N;CAAN3LMN;0%
INIV;2015;CAA;Atlantic wolffish;N3LMN;NAFO 3L, 3M, 3N = FAO 21.3.L + 21.3.M + 21.3.N;ITA;Italy;0;0;32007R1386;L318;05/12/2007;1;Y;N;CAAN3LMN;0%
INIV;2015;CAA;Atlantic wolffish;N3LMN;NAFO 3L, 3M, 3N = FAO 21.3.L + 21.3.M + 21.3.N;LTU;Lithuania;0;0;32007R1386;L318;05/12/2007;1;Y;N;CAAN3LMN;0%
INIV;2015;CAA;Atlantic wolffish;N3LMN;NAFO 3L, 3M, 3N = FAO 21.3.L + 21.3.M + 21.3.N;LVA;Latvia;0;0;32007R1386;L318;05/12/2007;1;Y;N;CAAN3LMN;0%
INIV;2015;CAA;Atlantic wolffish;N3LMN;NAFO 3L, 3M, 3N = FAO 21.3.L + 21.3.M + 21.3.N;MLT;Malta;0;0;32007R1386;L318;05/12/2007;1;Y;N;CAAN3LMN;0%
INIV;2015;CAA;Atlantic wolffish;N3LMN;NAFO 3L, 3M, 3N = FAO 21.3.L + 21.3.M + 21.3.N;NLD;Netherlands;0;0;32007R1386;L318;05/12/2007;1;Y;N;CAAN3LMN;0%
INIV;2015;CAA;Atlantic wolffish;N3LMN;NAFO 3L, 3M, 3N = FAO 21.3.L + 21.3.M + 21.3.N;POL;Poland;0;0;32007R1386;L318;05/12/2007;1;Y;N;CAAN3LMN;0%
INIV;2015;CAA;Atlantic wolffish;N3LMN;NAFO 3L, 3M, 3N = FAO 21.3.L + 21.3.M + 21.3.N;PRT;Portugal;0;0;32007R1386;L318;05/12/2007;1;Y;N;CAAN3LMN;0%
INIV;2015;CAA;Atlantic wolffish;N3LMN;NAFO 3L, 3M, 3N = FAO 21.3.L + 21.3.M + 21.3.N;ROU;Romania;0;0;32007R1386;L318;05/12/2007;1;Y;N;CAAN3LMN;0%
INIV;2015;CAA;Atlantic wolffish;N3LMN;NAFO 3L, 3M, 3N = FAO 21.3.L + 21.3.M + 21.3.N;SVN;Slovenia;0;0;32007R1386;L318;05/12/2007;1;Y;N;CAAN3LMN;0%
INIV;2015;CAA;Atlantic wolffish;N3LMN;NAFO 3L, 3M, 3N = FAO 21.3.L + 21.3.M + 21.3.N;SWE;Sweden;0;0;32007R1386;L318;05/12/2007;1;Y;N;CAAN3LMN;0%
INIV;2015;CAA;Atlantic wolffish;N3LMN;NAFO 3L, 3M, 3N = FAO 21.3.L + 21.3.M + 21.3.N;EEC;;0;0;32007R1386;L318;05/12/2007;1;Y;N;CAAN3LMN;0%
INIV;2015;CAA;Atlantic wolffish;N3LMN;NAFO 3L, 3M, 3N = FAO 21.3.L + 21.3.M + 21.3.N;TAC;;0;0;32007R1386;L318;05/12/2007;1;Y;N;CAAN3LMN;0%
INIV;2015;CAP;Capelin;02B.;ICES division IIb - Spitzbergen and Bear Island;EEC;;0;0;32015R0104;L22;28/01/2015;92;Y;Y;CAP02B.;0%
INIV;2015;CAP;Capelin;02B.;ICES division IIb - Spitzbergen and Bear Island;TAC;;0;0;32015R0104;L22;28/01/2015;92;Y;Y;CAP02B.;0%
INIV;2015;CAP;Capelin;514GRN;Greenland zone: V & XIV;DEU;Germany;0;0;32015R0104;L22;28/01/2015;92;Y;Y;CAP514GRN;0%
INIV;2015;CAP;Capelin;514GRN;Greenland zone: V & XIV;DNK;Denmark;0;2939;32015R0104;L22;28/01/2015;92;Y;Y;CAP514GRN;0%
INIV;2015;CAP;Capelin;514GRN;Greenland zone: V & XIV;GBR;U.K. of Great Britain and Northern Ireland;0;25;32015R0104;L22;28/01/2015;92;Y;Y;CAP514GRN;0%
INIV;2015;CAP;Capelin;514GRN;Greenland zone: V & XIV;SWE;Sweden;0;0;32015R0104;L22;28/01/2015;92;Y;Y;CAP514GRN;0%
INIV;2015;CAP;Capelin;514GRN;Greenland zone: V & XIV;AMS;;0;136;32015R0104;L22;28/01/2015;92;Y;Y;CAP514GRN;0%
INIV;2015;CAP;Capelin;514GRN;Greenland zone: V & XIV;EEC;;0;3100;32015R0104;L22;28/01/2015;92;Y;Y;CAP514GRN;0%
INIV;2015;CAP;Capelin;514GRN;Greenland zone: V & XIV;NOR;Norway;20000;20000;32015R0960;L157;23/06/2015;11;Y;Y;CAP514GRN;0%
INIV;2015;CAP;Capelin;514GRN;Greenland zone: V & XIV;TAC;;0;0;32015R0104;L22;28/01/2015;92;Y;Y;CAP514GRN;0%
INIV;2015;CAP;Capelin;N3LM;NAFO 3L, 3M = FAO 21.3.L + 21.3.M;BEL;Belgium;0;0;32007R1386;L318;05/12/2007;1;Y;N;CAPN3LM;0%
INIV;2015;CAP;Capelin;N3LM;NAFO 3L, 3M = FAO 21.3.L + 21.3.M;BGR;Bulgaria;0;0;32007R1386;L318;05/12/2007;1;Y;N;CAPN3LM;0%
INIV;2015;CAP;Capelin;N3LM;NAFO 3L, 3M = FAO 21.3.L + 21.3.M;CYP;Cyprus;0;0;32007R1386;L318;05/12/2007;1;Y;N;CAPN3LM;0%
INIV;2015;CAP;Capelin;N3LM;NAFO 3L, 3M = FAO 21.3.L + 21.3.M;DEU;Germany;0;0;32007R1386;L318;05/12/2007;1;Y;N;CAPN3LM;0%
INIV;2015;CAP;Capelin;N3LM;NAFO 3L, 3M = FAO 21.3.L + 21.3.M;DNK;Denmark;0;0;32007R1386;L318;05/12/2007;1;Y;N;CAPN3LM;0%
INIV;2015;CAP;Capelin;N3LM;NAFO 3L, 3M = FAO 21.3.L + 21.3.M;ESP;Spain;0;0;32007R1386;L318;05/12/2007;1;Y;N;CAPN3LM;0%
INIV;2015;CAP;Capelin;N3LM;NAFO 3L, 3M = FAO 21.3.L + 21.3.M;EST;Estonia;0;0;32007R1386;L318;05/12/2007;1;Y;N;CAPN3LM;0%
INIV;2015;CAP;Capelin;N3LM;NAFO 3L, 3M = FAO 21.3.L + 21.3.M;FIN;Finland;0;0;32007R1386;L318;05/12/2007;1;Y;N;CAPN3LM;0%
INIV;2015;CAP;Capelin;N3LM;NAFO 3L, 3M = FAO 21.3.L + 21.3.M;FRA;France;0;0;32007R1386;L318;05/12/2007;1;Y;N;CAPN3LM;0%
INIV;2015;CAP;Capelin;N3LM;NAFO 3L, 3M = FAO 21.3.L + 21.3.M;GBR;U.K. of Great Britain and Northern Ireland;0;0;32007R1386;L318;05/12/2007;1;Y;N;CAPN3LM;0%
INIV;2015;CAP;Capelin;N3LM;NAFO 3L, 3M = FAO 21.3.L + 21.3.M;GRC;Greece;0;0;32007R1386;L318;05/12/2007;1;Y;N;CAPN3LM;0%
INIV;2015;CAP;Capelin;N3LM;NAFO 3L, 3M = FAO 21.3.L + 21.3.M;HRV;Croatia;0;0;32007R1386;L318;05/12/2007;1;Y;N;CAPN3LM;0%
INIV;2015;CAP;Capelin;N3LM;NAFO 3L, 3M = FAO 21.3.L + 21.3.M;IRL;Ireland;0;0;32007R1386;L318;05/12/2007;1;Y;N;CAPN3LM;0%
